_id,name,price,description,category,rating,supply
63701d25f03239d5910003b8,Server-ComputeMaster,1365.55,ComputeMaster server for high-efficiency computing,compute,4.84,180
63701d25f03239d5910003b9,Storage-DataVault,1130.40,DataVault storage for secure and reliable data handling,storage,4.8,240
63701d25f03239d5910003ba,PowerManager-EnergyGuard,420.75,EnergyGuard power unit for optimal energy usage,power management,4.73,310
63701d25f03239d5910003bb,DataCenterCooling-ExtremeCool,850.25,ExtremeCool system for high-performance cooling,accessories,4.78,220
63701d25f03239d5910003bc,NetworkSwitch-EnterpriseSwitch,785.00,EnterpriseSwitch with advanced networking capabilities,networking,4.79,250
63701d25f03239d5910003bd,Firewall-TotalProtect,1150.90,TotalProtect firewall for all-encompassing network security,security,4.88,160
63701d25f03239d5910003be,Monitoring-AdvancedMonitor,596.40,AdvancedMonitor for detailed network performance analysis,monitoring,4.82,210
63701d25f03239d5910003bf,Router-VirtualConnect,799.99,VirtualConnect router for enhanced virtual networking,networking,4.76,280
63701d25f03239d5910003c0,Server-PowerBlade,1420.70,PowerBlade server for intensive computing tasks,compute,4.85,170
63701d25f03239d5910003c1,Storage-NextGenSSD,1120.60,NextGen SSD with next-level performance and reliability,storage,4.83,230
63701d25f03239d5910003c2,PowerManager-TotalEnergy,430.90,TotalEnergy power management for comprehensive power control,power management,4.71,300
63701d25f03239d5910003c3,DataCenterCooling-CoolMaster,885.10,CoolMaster cooling system for exceptional temperature control,accessories,4.77,240
63701d25f03239d5910003c4,NetworkSwitch-SuperNet,695.20,SuperNet switch for high-performance network management,networking,4.8,260
63701d25f03239d5910003c5,Firewall-NetSafe,1190.85,NetSafe firewall for robust network protection,security,4.87,150
63701d25f03239d5910003c6,Monitoring-NetInsight,612.30,NetInsight monitoring tool for detailed network visibility,monitoring,4.84,230
63701d25f03239d5910003c7,Router-HighRange,720.50,HighRange router for extended network coverage,networking,4.72,270
63701d25f03239d5910003c8,Server-CloudServerElite,1400.40,CloudServerElite for superior cloud computing,compute,4.86,180
63701d25f03239d5910003c9,Storage-HighSpeedSSD,1075.90,HighSpeed SSD for rapid data access and performance,storage,4.79,240
63701d25f03239d5910003ca,PowerManager-OptimalPower,399.95,OptimalPower unit for efficient energy management,power management,4.74,320
63701d25f03239d5910003cb,DataCenterCooling-SuperCool,805.25,SuperCool system for advanced cooling solutions,accessories,4.75,230
63701d25f03239d5910003cc,NetworkSwitch-TopTier,740.40,TopTier switch for high-capacity networking,networking,4.8,250
63701d25f03239d5910003cd,Firewall-CompleteSecure,1215.90,CompleteSecure firewall for comprehensive network defense,security,4.88,140
63701d25f03239d5910003ce,Monitoring-TotalView,645.60,TotalView monitoring tool for complete network insights,monitoring,4.82,220
63701d25f03239d5910003cf,Router-ExtremeSpeed,849.99,ExtremeSpeed router for unparalleled data transfer rates,networking,4.8,280
63701d25f03239d5910003d0,Server-UltraCompute,1395.70,UltraCompute server for high-performance computing,compute,4.83,190
63701d25f03239d5910003d1,Storage-PremiumDrive,1150.30,PremiumDrive for high-capacity and reliable storage,storage,4.82,250
63701d25f03239d5910003d2,PowerManager-TotalControl,410.90,TotalControl power unit for advanced energy management,power management,4.71,310
63701d25f03239d5910003d3,DataCenterCooling-OptimalCool,825.70,OptimalCool cooling system for efficient data center temperature regulation,accessories,4.76,220
63701d25f03239d5910003d4,NetworkSwitch-SuperSpeedNet,710.25,SuperSpeedNet switch for high-performance networking,networking,4.79,260
63701d25f03239d5910003d5,Firewall-TotalDefense,1185.90,TotalDefense firewall with extensive security features,security,4.87,150
63701d25f03239d5910003d6,Monitoring-PrimeInsight,625.55,PrimeInsight monitoring tool for in-depth network analysis,monitoring,4.81,230
63701d25f03239d5910003d7,Router-GlobalConnect,759.00,GlobalConnect router for worldwide network accessibility,networking,4.77,270
63701d25f03239d5910003d8,Server-HighPerformanceBlade,1345.80,HighPerformanceBlade server for efficient computing,compute,4.84,180
63701d25f03239d5910003d9,Storage-DataSafe,1215.45,DataSafe storage for secure and dependable data management,storage,4.81,230
63701d25f03239d5910003da,PowerManager-EnergyMaster,399.00,EnergyMaster for effective power management and control,power management,4.73,320
63701d25f03239d5910003db,DataCenterCooling-CoolerPro,865.30,CoolerPro cooling system for advanced data center cooling,accessories,4.78,210
63701d25f03239d5910003dc,NetworkSwitch-VisionNet,685.60,VisionNet switch for enhanced network performance,networking,4.8,250
63701d25f03239d5910003dd,Firewall-CyberShield,1170.90,CyberShield firewall for top-notch network security,security,4.86,160
63701d25f03239d5910003de,Monitoring-InsightPlus,590.70,InsightPlus tool for comprehensive network performance tracking,monitoring,4.82,220
63701d25f03239d5910003df,Router-SuperRange,770.00,SuperRange router for extended connectivity and coverage,networking,4.75,260
63701d25f03239d5910003e0,Server-PremiumCompute,1415.90,PremiumCompute server for high-capacity computing tasks,compute,4.87,190
63701d25f03239d5910003e1,Storage-TopTierDrive,1099.40,TopTierDrive for high-speed and reliable data storage,storage,4.79,250
63701d25f03239d5910003e2,PowerManager-MaxEfficiency,420.90,MaxEfficiency unit for superior energy management,power management,4.72,310
63701d25f03239d5910003e3,DataCenterCooling-UltraCool,900.55,UltraCool cooling system for advanced temperature control,accessories,4.74,220
63701d25f03239d5910003e4,NetworkSwitch-AdvancedNet,725.30,AdvancedNet switch for high-efficiency networking,networking,4.77,260
63701d25f03239d5910003e5,Firewall-CompleteGuard,1195.85,CompleteGuard firewall for comprehensive network protection,security,4.88,150
63701d25f03239d5910003e6,Monitoring-ProInsight,645.20,ProInsight tool for advanced network performance analysis,monitoring,4.8,220
63701d25f03239d5910003e7,Router-VelocityMax,749.99,VelocityMax router for high-speed internet performance,networking,4.78,270
63701d25f03239d5910003e8,Server-DataComputeElite,1385.50,DataComputeElite server for elite-level computing needs,compute,4.83,190
63701d25f03239d5910003e9,Storage-PowerSSD,1155.20,PowerSSD for high-capacity and speed storage,storage,4.82,240
63701d25f03239d5910003ea,PowerManager-NextGenPower,399.75,NextGenPower unit for cutting-edge energy management,power management,4.71,320
63701d25f03239d5910003eb,DataCenterCooling-CoolerX,840.90,CoolerX cooling system for optimal data center climate control,accessories,4.76,230
63701d25f03239d5910003ec,NetworkSwitch-UltraNet,755.20,UltraNet switch for advanced network connectivity,networking,4.78,250
63701d25f03239d5910003ed,Firewall-SecurityMaster,1230.50,SecurityMaster firewall for top-tier network protection,security,4.89,140
63701d25f03239d5910003ee,Monitoring-NetGuard,610.35,NetGuard monitoring tool for enhanced network visibility,monitoring,4.82,220






